"uf_code","horizon","variant","beta_mp","se_mp","lo95_mp","hi95_mp","lo95_mp_wild","hi95_mp_wild","uf_label","macro_region"
31,9,"linear",0.307197215000222,NA,NA,NA,NA,NA,"31 - Minas Gerais","Southeast"
31,10,"linear",-0.827914345915093,NA,NA,NA,NA,NA,"31 - Minas Gerais","Southeast"
31,11,"linear",0.653642408611307,NA,NA,NA,NA,NA,"31 - Minas Gerais","Southeast"
31,12,"linear",-0.29855997164104,NA,NA,NA,NA,NA,"31 - Minas Gerais","Southeast"
32,0,"linear",0.0387947921372543,0.0352456065007567,-0.0302865966042288,0.107876180878737,NA,NA,"32 - Espírito Santo","Southeast"
32,1,"linear",0.100646907117167,0.0455339223675583,0.0114004192767527,0.189893394957581,NA,NA,"32 - Espírito Santo","Southeast"
32,2,"linear",-0.112860917295983,0.0289075428958196,-0.16951970137179,-0.056202133220177,NA,NA,"32 - Espírito Santo","Southeast"
32,3,"linear",-0.0981906178835297,NA,NA,NA,NA,NA,"32 - Espírito Santo","Southeast"
32,4,"linear",0.246653798080005,NA,NA,NA,NA,NA,"32 - Espírito Santo","Southeast"
32,5,"linear",-0.186163981939197,NA,NA,NA,NA,NA,"32 - Espírito Santo","Southeast"
32,6,"linear",0.61439287305426,NA,NA,NA,NA,NA,"32 - Espírito Santo","Southeast"
32,7,"linear",0.592336097192472,NA,NA,NA,NA,NA,"32 - Espírito Santo","Southeast"
32,8,"linear",2.27549086390428,NA,NA,NA,NA,NA,"32 - Espírito Santo","Southeast"
32,9,"linear",0.0747809299058235,NA,NA,NA,NA,NA,"32 - Espírito Santo","Southeast"
32,10,"linear",-0.109283256727602,NA,NA,NA,NA,NA,"32 - Espírito Santo","Southeast"
32,11,"linear",0.12879402253919,NA,NA,NA,NA,NA,"32 - Espírito Santo","Southeast"
32,12,"linear",-0.0515513504045709,NA,NA,NA,NA,NA,"32 - Espírito Santo","Southeast"
33,0,"linear",-0.0656013324068072,0.0280086609587638,-0.120498307885984,-0.0107043569276302,NA,NA,"33 - Rio de Janeiro","Southeast"
33,1,"linear",0.0509152868140083,0.0205865391708745,0.0105656700390943,0.0912649035889224,NA,NA,"33 - Rio de Janeiro","Southeast"
33,2,"linear",-0.209452692588814,0.0531854952935775,-0.313696263364225,-0.105209121813402,NA,NA,"33 - Rio de Janeiro","Southeast"
33,3,"linear",0.225703567789085,NA,NA,NA,NA,NA,"33 - Rio de Janeiro","Southeast"
33,4,"linear",-2.79203670769405,NA,NA,NA,NA,NA,"33 - Rio de Janeiro","Southeast"
33,5,"linear",-0.180459741541497,NA,NA,NA,NA,NA,"33 - Rio de Janeiro","Southeast"
33,6,"linear",0.216128979086053,NA,NA,NA,NA,NA,"33 - Rio de Janeiro","Southeast"
