horizon,agent_type,estimate,conf_low,conf_high,region
7,PH2M,1.6133717122071372,-1.7926929128250224,5.019436337239297,Northeast
7,WH2M,-1.209912947337397,-4.024797147721262,1.6049712530464686,Northeast
8,Ricardian,0.6191575081653826,-0.8241495203423803,2.0624645366731453,Northeast
8,PH2M,1.4300283495931043,-1.0276685928016063,3.887725291987815,Northeast
8,WH2M,-0.8800093070861805,-3.209743465523615,1.449724851351254,Northeast
9,Ricardian,1.0326249670152539,-0.31621190203282223,2.38146183606333,Northeast
9,PH2M,0.9698977949112269,-1.5500248601577937,3.4898204499802477,Northeast
9,WH2M,0.035238707034078165,-2.115498415139467,2.185975829207623,Northeast
10,Ricardian,0.13769908741961953,-1.094687831831013,1.370086006670252,Northeast
10,PH2M,1.2874864657540446,-1.654315241297816,4.229288172805905,Northeast
10,WH2M,-1.181490617341369,-3.766399006458367,1.403417771775629,Northeast
11,Ricardian,0.48907356067128616,-0.627312271559356,1.6054593929019283,Northeast
11,PH2M,0.7680539816937171,-1.130693047254155,2.6668010106415894,Northeast
11,WH2M,-0.3074404635062621,-2.347365889729425,1.7324849627169012,Northeast
12,Ricardian,1.300257400301505,0.29717840437497434,2.303336396228036,Northeast
12,PH2M,-1.2413958654400727,-2.8859347049914774,0.4031429741113317,Northeast
12,WH2M,2.5280990866796627,1.2778251499334732,3.778373023425852,Northeast
13,Ricardian,0.7019271411100034,-0.40109647039400476,1.8049507526140116,Northeast
13,PH2M,0.5446788707272862,-1.363254381590767,2.452612123045339,Northeast
13,WH2M,0.07655478824803608,-1.9650681777019976,2.1181777541980695,Northeast
14,Ricardian,0.5106992145559899,0.12713850541303562,0.8942599236989441,Northeast
14,PH2M,-0.2378830395031306,-2.1046292077141273,1.628863128707866,Northeast
14,WH2M,0.7082000293543834,-0.9054783297184069,2.321878388427174,Northeast
15,Ricardian,0.36662162067524107,-0.13464503052267907,0.8678882718731612,Northeast
