level,frequency,group,outcome,horizon,n_obs,estimate,std_error,ci_low,ci_high,p_value,shock_sd,irf_pos_1sd,irf_neg_1sd,inference,model_id
state,quarterly,16,consumption_index,4,19,-0.1403850905041531,0.25647187618273837,-0.6430699678223204,0.36229978681401415,0.5841243481761684,0.1134395615862862,-0.015925223120042235,0.015925223120042235,newey-west,state_16_consumption_index
state,quarterly,17,consumption_index,4,19,0.06364517062926926,0.08050193978185137,-0.09413863134315943,0.22142897260169797,0.4291750029424035,0.1134395615862862,0.0072198802532686835,-0.0072198802532686835,newey-west,state_17_consumption_index
state,quarterly,21,consumption_index,4,19,-0.15017830161565068,0.10131551646401717,-0.3487567138851243,0.048400110653822964,0.13826492068577245,0.1134395615862862,-0.01703616069505247,0.01703616069505247,newey-west,state_21_consumption_index
state,quarterly,22,consumption_index,4,19,-0.11623268952446009,0.07492644570164178,-0.263088523099678,0.030623144050757806,0.12083206290903936,0.1134395615862862,-0.013185385341649673,0.013185385341649673,newey-west,state_22_consumption_index
state,quarterly,23,consumption_index,4,19,-0.1327800276660599,0.12001290040664053,-0.36800531246307533,0.10244525713095554,0.26856151992313815,0.1134395615862862,-0.015062508125852787,0.015062508125852787,newey-west,state_23_consumption_index
state,quarterly,24,consumption_index,4,19,-0.12116587715350437,0.06208675820290332,-0.24285592323119487,0.0005241689241861358,0.050990766035457824,0.1134395615862862,-0.013745003983511346,0.013745003983511346,newey-west,state_24_consumption_index
state,quarterly,25,consumption_index,4,19,-0.02175084283180758,0.047782475572291094,-0.11540449495349811,0.07190280928988296,0.6489614469785989,0.1134395615862862,-0.0024674060749724676,0.0024674060749724676,newey-west,state_25_consumption_index
state,quarterly,26,consumption_index,4,19,-0.06498054042889018,0.05484659303672107,-0.17247986278086347,0.042518781923083115,0.23610881244036053,0.1134395615862862,-0.007371364017893247,0.007371364017893247,newey-west,state_26_consumption_index
state,quarterly,27,consumption_index,4,19,-0.1164995757155636,0.06837926875587269,-0.2505229424770741,0.017523791045946868,0.08843218541904152,0.1134395615862862,-0.01321566079416189,0.01321566079416189,newey-west,state_27_consumption_index
state,quarterly,28,consumption_index,4,19,-0.10434947466878045,0.05205858000667311,-0.20638429148185972,-0.0023146578557011604,0.04502053340276224,0.1134395615862862,-0.01183735865818573,0.01183735865818573,newey-west,state_28_consumption_index
